StoreID,StoreName,Category,City,OpeningDate
1761,Seu Chico Burguer Shopping Avenida,Sobremesas,Coronel João Pessoa,2024-02-29
1762,Bella Cucina Lagoa,Sobremesas,Itatiaia,2024-05-03
1763,Lanche & Cia Galeria,Pizza,Careiro da Várzea,2025-11-27
1764,Espeto do Chef Shopping,Sushi,Brejo da Madre de Deus,2021-05-10
1765,Prato Ideal EIRELI Galeria,Churrasco,Itacajá,2022-05-21
1766,Café & Prosa Filial,Comida Brasileira,Irauçuba,2024-11-27
1767,Sabores da Terra EIRELI Lagoa,Churrasco,Nipoã,2024-03-27
1768,Espeto & Brasa Terrario Pátio,Comida Brasileira,Carmópolis de Minas,2024-03-30
1769,Food House Shopping,Sobremesas,Ouriçangas,2024-11-09
1770,Burger Grill Galeria,Comida Brasileira,Olho d'Água do Borges,2021-09-25
1771,João Burguer Filial,Churrasco,Piedade de Ponte Nova,2025-12-18
1772,Sabor da Vila Cidade,Comida Brasileira,Ribeirão,2022-04-02
1773,Mesa Artesanal ME Lagoa,Sushi,Biguaçu,2025-08-01
1774,Forno Mestre LTDA Avenida,Pizza,Taubaté,2024-03-15
1775,Panela Crioula LTDA Lagoa,Pizza,Piratini,2024-06-19
1776,Cozinha Urbana LTDA Galeria,Pizza,Extremoz,2023-10-03
1777,Cozinha & Panela EIRELI Belvedere,Burgers,Quitandinha,2023-06-14
1778,Cantina do Nonno Lagoa,Vegetariano,Iguatu,2023-03-16
1779,Tio João Burguer Avenida,Churrasco,Monte Alegre de Goiás,2022-01-17
1780,Sabor na Brasa EIRELI Filial,Sobremesas,Itapuí,2021-04-20
1781,Panelinha de SP Pátio,Sobremesas,Santarém,2022-08-31
1782,Sabor Carioca Galeria,Churrasco,Cunha,2025-04-29
1783,Mateus Burguer Filial,Comida Brasileira,Patrocínio,2025-06-26
1784,Grill Master Galeria,Vegetariano,Morro da Garça,2024-05-16
1785,Café do Ponto Belvedere,Burgers,São Luiz Gonzaga,2025-11-10
1786,Pão Quente Filial,Sobremesas,Capela do Alto,2022-01-30
1787,Prato em Foco LTDA Filial,Churrasco,Jucuruçu,2023-04-23
1788,Bom Apetite ME Shopping Avenida,Comida Brasileira,Capela de Santana,2023-04-18
1789,Prato & Fogo LTDA Cidade,Comida Brasileira,Cordeiro,2024-11-16
1790,Panela do Povo LTDA Avenida,Burgers,Treviso,2022-11-27
1791,Sabor Intenso EIRELI Avenida,Comida Brasileira,Santa Maria do Pará,2023-07-06
1792,Pizza Nostra Filial,Vegetariano,Alto Alegre dos Parecis,2025-04-05
1793,Tradição na Mesa LTDA Shopping,Sushi,Santo Antônio dos Milagres,2022-10-13
1794,Vida Saudável Belvedere,Sushi,Lajedinho,2022-02-15
1795,Mesa & Receita LTDA Shopping Cidade,Sobremesas,Taquaritinga,2022-03-27
1796,Diego Burguer Pátio,Vegetariano,Santa Margarida,2021-09-17
1797,Mauro Burguer Shopping,Churrasco,Ciríaco,2024-12-04
1798,Pastel Express Cidade,Sobremesas,Morpará,2022-07-20
1799,Canto Gourmet EIRELI Shopping Avenida,Sushi,Boa Ventura,2024-11-12
1800,Sabor Rústico ME Lagoa,Churrasco,Ouro,2021-10-29
1801,Sabor Oriental Cidade,Burgers,Sapé,2023-10-19
1802,Quintal do Sabor LTDA Cidade,Sobremesas,Pimenteiras do Oeste,2024-01-14
1803,Sabor Artesão ME Filial,Sushi,Agudo,2021-08-19
1804,Dinho Burguer Shopping Avenida,Sobremesas,Ibiquera,2025-10-04
1805,Cozinha Raiz Urbana ME Shopping,Sushi,Teixeiras,2025-09-10
1806,Pastel Express Cidade,Comida Brasileira,Bom Lugar,2023-07-21
1807,Food Point Avenida,Burgers,Nova Granada,2023-08-19
1808,Biel Burguer Filial,Sobremesas,Sinop,2022-06-03
1809,Sabor Cotidiano ME Filial,Comida Brasileira,Ventania,2022-07-24
1810,Noah Burguer Belvedere,Vegetariano,Ouro Preto,2024-02-27
1811,Cozinha do Campo LTDA Lagoa,Sushi,Salto,2025-05-29
1812,Diego Burguer Filial,Churrasco,Itaoca,2022-12-27
1813,Sabor do Forno ME Belvedere,Sobremesas,Cantá,2022-02-11
1814,Doçura & Cia Galeria,Churrasco,Porto da Folha,2022-10-16
1815,Sabor Original EIRELI Galeria,Sobremesas,Chaval,2022-04-06
1816,Sabor Natural Lagoa,Pizza,Nova Aurora,2023-02-04
1817,Sushi House Pátio,Pizza,Alumínio,2025-04-13
1818,Cozinha Natural EIRELI Lagoa,Vegetariano,Glorinha,2021-04-21
1819,André Burguer Shopping,Burgers,União Paulista,2024-02-25
1820,Felipe Burguer Shopping Avenida,Churrasco,Caçador,2025-10-17
1821,Burger Point Avenida,Sushi,Itaguaí,2025-12-13
1822,Pastel Express Filial,Churrasco,Mato Leitão,2024-03-21
1823,Sabor em Foco ME Shopping Cidade,Churrasco,São Bento Abade,2025-01-21
1824,Panela Crioula LTDA Shopping Avenida,Pizza,Mauá,2025-10-09
1825,Mané Burguer Shopping Cidade,Comida Brasileira,Terra Santa,2022-03-09
1826,Burger Point Belvedere,Vegetariano,Barra D'Alcântara,2021-10-24
1827,Cozinha do Fogo EIRELI Belvedere,Burgers,Chácara,2021-08-22
1828,Sabor da Gente LTDA Lagoa,Vegetariano,Tuiuti,2023-09-17
1829,Dudu Burguer Lagoa,Vegetariano,Matutina,2024-06-20
1830,Ronaldo Burguer Filial,Burgers,Bataguassu,2025-02-25
1831,Receitas & Sabores LTDA Cidade,Pizza,Barra do Rio Azul,2025-07-21
1832,Prato do Chef ME Shopping Avenida,Pizza,Jaguaribara,2024-07-29
1833,Cozinha do Quintal EIRELI Shopping Avenida,Sobremesas,Mata de São João,2024-07-25
1834,Yakissoba House Filial,Burgers,Dom Eliseu,2025-12-21
1835,Cozinha & Fogo LTDA Avenida,Vegetariano,Orós,2021-09-16
1836,Café & Prosa Shopping,Churrasco,São Lourenço da Serra,2022-02-23
1837,Naturalmente Avenida,Pizza,Várzea da Palma,2023-10-11
1838,Sushi Prime Belvedere,Churrasco,Felício dos Santos,2021-09-17
1839,Cozinha da Vila Belvedere,Sushi,Campo Alegre de Lourdes,2024-11-28
1840,Sabor do Mar Avenida,Sobremesas,Malhada,2025-01-16
1841,Lucas Burguer Galeria,Pizza,Buri,2025-06-25
1842,Burger Grill Filial,Vegetariano,Sousa,2024-01-05
1843,Cozinha do Dia EIRELI Shopping Cidade,Vegetariano,Juarez Távora,2022-03-04
1844,Toque Caseiro ME Shopping Cidade,Sushi,Caculé,2025-10-08
1845,Canto do Prato LTDA Pátio,Pizza,Doutor Severiano,2026-01-30
1846,Toque Natural ME Lagoa,Pizza,Gameleira,2022-08-18
1847,Delícias Caseiras da Fafa Shopping Avenida,Burgers,Murici,2022-03-06
1848,Cozinha do Fogo EIRELI Belvedere,Churrasco,Goianésia do Pará,2024-10-05
1849,Fogão a Lenha Belvedere,Burgers,Itaiçaba,2025-05-11
1850,Temaki Bar Avenida,Pizza,Cerrito,2021-07-21
1851,Sabor Natural da Casa ME Shopping Avenida,Vegetariano,Piranhas,2022-02-19
1852,Cantina do Nonno Filial,Comida Brasileira,Santo Antônio da Alegria,2025-06-27
1853,Cozinha do Bairro EIRELI Filial,Sushi,Oliveira dos Brejinhos,2022-05-20
1854,Zeca Burguer Shopping Cidade,Burgers,Doutor Ricardo,2023-09-01
1855,Sabor em Foco ME Belvedere,Sushi,Paramoti,2022-06-25
1856,Diego Burguer Belvedere,Pizza,Amaralina,2022-06-17
1857,Mesa Autoral ME Shopping Avenida,Comida Brasileira,Brejo do Piauí,2023-10-29
1858,Sabor Cotidiano ME Cidade,Sushi,Joaquim Felício,2022-12-31
1859,Café & Sabor Pátio,Comida Brasileira,Elesbão Veloso,2024-01-10
1860,Cozinha Popular ME Avenida,Vegetariano,Rolândia,2025-06-30
1861,Sabor Diário LTDA Cidade,Vegetariano,Astolfo Dutra,2023-07-01
1862,Receitas & Sabores LTDA Galeria,Comida Brasileira,Oscar Bressane,2021-10-02
1863,Beto Burguer Cidade,Vegetariano,São Miguel do Passa Quatro,2023-03-19
1864,Mesa & Lenha EIRELI Pátio,Sobremesas,Marema,2022-10-01
1865,Casa da Receita LTDA Cidade,Burgers,Toropi,2025-10-07
1866,Cozinha Raiz LTDA Pátio,Burgers,Assaré,2023-06-01
1867,Ben Burguer Pátio,Pizza,Sapezal,2022-02-22
1868,Panela Simples ME Filial,Pizza,São José das Palmeiras,2023-08-28
1869,Mané Burguer Avenida,Vegetariano,Betânia do Piauí,2025-08-14
1870,Ronaldo Burguer Lagoa,Vegetariano,Florestal,2021-11-16
1871,Brasa Nobre ME Pátio,Sobremesas,Inhambupe,2025-05-10
1872,Sabor Tradicional EIRELI Shopping Avenida,Burgers,Camocim,2022-07-07
1873,Pastel & Cia Shopping,Sushi,Boa Vista do Gurupi,2026-01-08
1874,Sabor em Movimento LTDA Shopping,Pizza,Três Palmeiras,2022-05-24
1875,Mesa Viva LTDA Lagoa,Burgers,Santo Inácio,2022-07-15
1876,Cozinha do Quintal EIRELI Galeria,Sobremesas,Piraju,2023-12-14
1877,Forno a Lenha Shopping Cidade,Burgers,Dom Inocêncio,2025-11-16
1878,Pão & Prosa Filial,Sushi,São Cristóvão do Sul,2021-06-06
1879,Ben Burguer Shopping Cidade,Comida Brasileira,São Vicente Ferrer,2021-04-28
1880,Cozinha Popular ME Avenida,Sushi,Sagres,2021-10-09
1881,Sabor & Tradição LTDA Shopping Avenida,Sobremesas,Canoinhas,2021-06-20
1882,Ponto do Mata Fome Avenida,Vegetariano,Guapimirim,2025-12-26
1883,Naturalmente Shopping,Vegetariano,Ipatinga,2023-05-02
1884,Mamma Mia Pizza Shopping,Sushi,Bom Jesus,2022-11-15
1885,SaborArte Lagoa,Sushi,Morro da Fumaça,2025-12-12
1886,Pizzaria Bella Massa Galeria,Burgers,Serra do Ramalho,2024-08-16
1887,Peixe na Brasa Pátio,Pizza,Água Nova,2021-05-04
1888,Mesa Brasileira ME Lagoa,Burgers,Canabrava do Norte,2025-04-26
1889,Cozinha & Brasa EIRELI Belvedere,Churrasco,Unistalda,2025-09-21
1890,Mucho Sabor Cidade,Sushi,Sairé,2023-07-18
1891,Tata Burguer Galeria,Sushi,Arvorezinha,2023-08-26
1892,Sabor da Vila LTDA Shopping Avenida,Churrasco,Serra do Mel,2025-03-10
1893,Prato da Vila EIRELI Avenida,Sobremesas,Guaporema,2023-03-01
1894,Sabor Cotidiano ME Shopping Avenida,Pizza,Pires Ferreira,2024-07-14
1895,Cozinha do Dia a Dia EIRELI Galeria,Sushi,Pirassununga,2023-08-12
1896,Sabor em Foco ME Avenida,Burgers,Indiavaí,2024-12-09
1897,Lucas Burguer Filial,Sushi,Lapão,2021-09-13
1898,Paulinho Burguer Cidade,Burgers,Barra do Guarita,2021-08-04
1899,Mesa Artesanal ME Cidade,Burgers,Imigrante,2022-06-05
1900,Trigo & Sabor Shopping Avenida,Burgers,Itatiba,2024-10-26
1901,Food Corner Shopping,Churrasco,Alto Alegre,2024-08-13
1902,Tio João Burguer Shopping,Pizza,Santo Anastácio,2025-03-14
1903,Felipe Burguer Belvedere,Vegetariano,Formosa,2025-01-11
1904,Panela & Mesa LTDA Cidade,Comida Brasileira,Mampituba,2022-10-25
1905,Sushi Prime II Lagoa,Burgers,Santana do Paraíso,2023-12-22
1906,Sabor & Companhia Avenida,Pizza,Ipumirim,2022-04-21
1907,Sushi Prime II Shopping,Sushi,Tenente Portela,2023-09-28
1908,Caio Burguer Shopping Avenida,Burgers,Santo Antônio do Amparo,2023-10-19
1909,Samuel Burguer Pátio,Comida Brasileira,Sapucaí-Mirim,2024-01-08
1910,Cozinha & Sabor EIRELI Belvedere,Sobremesas,Quixeré,2024-06-21
1911,Panela & Prosa LTDA Lagoa,Pizza,Água Fria de Goiás,2022-03-12
1912,Caio Burguer Shopping,Churrasco,Retirolândia,2024-03-26
1913,Sabor & Companhia LTDA Pátio,Sobremesas,Guariba,2025-06-17
1914,Toque Natural ME Shopping Avenida,Vegetariano,Jerônimo Monteiro,2025-11-09
1915,Toque Caseiro ME Shopping Avenida,Sushi,Viradouro,2021-12-25
1916,La Cucina Cidade,Sobremesas,Santa Helena de Goiás,2023-10-18
1917,Cozinha Artesanal EIRELI Galeria,Comida Brasileira,Amarante do Maranhão,2023-02-20
1918,Sabor & Mesa ME Shopping Avenida,Sobremesas,Cantagalo,2025-01-18
1919,Nando Burguer Pátio,Comida Brasileira,Pato Bragado,2022-02-14
1920,Comida Caseira Lagoa,Comida Brasileira,Sete Quedas,2023-05-11
1921,Big Burger Galeria,Sobremesas,Conquista D'Oeste,2024-11-26
1922,Dan Burguer Galeria,Comida Brasileira,Conceição da Barra de Minas,2023-03-11
1923,Dan Burguer Pátio,Burgers,Oscar Bressane,2022-04-12
1924,Mauro Burguer Shopping,Comida Brasileira,Entre Rios do Oeste,2021-11-26
1925,Temaki Bar Shopping Cidade,Sobremesas,Parari,2021-07-06
1926,Tata Burguer Cidade,Burgers,Ubajara,2023-07-20
1927,Cozinha Popular ME Galeria,Vegetariano,Ibirá,2024-05-07
1928,Lanchonete Central Cidade,Churrasco,Umburatiba,2024-08-21
1929,Toque Brasileiro ME Pátio,Burgers,Corumbataí do Sul,2023-03-12
1930,Lucas Burguer Belvedere,Comida Brasileira,Bonfim do Piauí,2022-06-10
1931,Arte do Prato EIRELI Belvedere,Comida Brasileira,São José de Espinharas,2023-11-13
1932,Sabor Brasil Avenida Shopping Avenida,Burgers,Apucarana,2025-12-29
1933,Vida Saudável Galeria,Comida Brasileira,Bernardino de Campos,2023-09-28
1934,Seu Chico Burguer Shopping Cidade,Sushi,Passa Sete,2022-09-11
1935,Mesa & Lenha EIRELI Galeria,Comida Brasileira,Goioxim,2022-06-09
1936,Mesa Generosa LTDA Pátio,Sobremesas,Cruzeta,2025-04-27
1937,Café do Ponto Shopping Cidade,Sushi,Itapira,2025-06-17
1938,Doce Tentação Pátio,Comida Brasileira,Alto do Rodrigues,2025-01-19
1939,Pastel Express Lagoa,Sobremesas,Matinha,2025-04-28
1940,Doce & Salgado Pátio,Burgers,Cacimbas,2023-09-15
1941,Panela do Chef LTDA Avenida,Vegetariano,Quixaba,2025-04-24
1942,Sabores da Terra EIRELI Filial,Vegetariano,Heliodora,2021-04-12
1943,Seu Chico Burguer Galeria,Comida Brasileira,Ituverava,2021-11-05
1944,Dona Rosa Burguer Pátio,Pizza,Sobrália,2024-06-04
1945,Mesa do Chef ME Galeria,Burgers,Pantano Grande,2025-05-19
1946,Casa da Receita LTDA Pátio,Burgers,Ibirubá,2024-12-20
1947,Dinho Burguer Lagoa,Sushi,Boa Nova,2023-02-16
1948,Taco & Salsa Lagoa,Sushi,São Raimundo das Mangabeiras,2022-11-29
1949,Pizza Nostra Shopping Avenida,Pizza,Serra Negra,2026-01-16
1950,Na Brasa Lagoa,Sobremesas,Mantena,2024-01-31
1951,Leve Sabor Shopping Cidade,Comida Brasileira,Nova Cruz,2021-06-30
1952,Cantina Mexicana Belvedere,Sobremesas,Campo Erê,2021-07-06
1953,Mesa do Sabor LTDA Pátio,Vegetariano,Buriti Bravo,2023-06-23
1954,Panela Crioula LTDA Cidade,Burgers,Buri,2025-04-16
1955,Oriente Express Avenida,Sushi,Gramado Xavier,2025-01-31
1956,Canto do Peixe Galeria,Comida Brasileira,Raul Soares,2023-07-06
1957,Sabor & Raiz ME Shopping Avenida,Vegetariano,Mato Verde,2025-08-24
1958,Sabor Elementar EIRELI Avenida,Churrasco,Teotônio Vilela,2021-02-24
1959,Tempero da Casa ME Avenida,Sobremesas,Pirapora,2021-12-29
1960,Bistrô Central Lagoa,Comida Brasileira,Pedra Bela,2024-09-29
1961,Ponto da Panela ME Avenida,Burgers,Feliz Natal,2022-03-22
1962,Sabor do Bairro LTDA Cidade,Pizza,Piquete,2023-05-01
1963,Pizza do Chef Lagoa,Vegetariano,Leopoldina,2024-03-11
1964,Igor Burguer Shopping,Burgers,Além Paraíba,2024-07-05
1965,Café Central Shopping Avenida,Sushi,Santa Luzia do Norte,2024-03-11
1966,Pão & Prosa Lagoa,Churrasco,Várzea Grande,2021-06-19
1967,Pastel & Cia Avenida,Sobremesas,Goiatins,2024-06-27
1968,Sabor Intenso EIRELI Belvedere,Comida Brasileira,Parecis,2021-07-07
1969,Cozinha Popular ME Belvedere,Sushi,Sorriso,2025-12-06
1970,Panela Viva LTDA Belvedere,Comida Brasileira,Campo Belo do Sul,2025-11-10
1971,Pizza do Chef Cidade,Vegetariano,Cambuci,2022-09-26
1972,Cozinha do Prato EIRELI Shopping,Comida Brasileira,Ribeirão Vermelho,2024-03-01
1973,Ponto do Tempero ME Cidade,Burgers,Duque de Caxias,2025-10-14
1974,Brasa Nobre ME Shopping Cidade,Burgers,Jaguaraçu,2023-07-15
1975,Vida Saudável Cidade,Churrasco,Santa Luzia D'Oeste,2021-09-15
1976,Pizza do Chef Shopping,Pizza,Araricá,2024-05-14
1977,Tio João Burguer Galeria,Sobremesas,Pedrão,2025-05-15
1978,Ben Burguer Avenida,Pizza,Barroso,2024-11-29
1979,La Cucina Belvedere,Sushi,Ribeira do Amparo,2025-10-04
1980,Prato do Chef ME Shopping Avenida,Comida Brasileira,Luciara,2023-06-18
1981,Samuel Burguer Avenida,Pizza,Sete de Setembro,2022-02-03
1982,Urban Burger Cidade,Sushi,Costa Marques,2022-03-05
1983,Mauro Burguer Pátio,Pizza,Altamira,2021-11-26
1984,Cozinha da Gente ME Shopping Cidade,Comida Brasileira,Unistalda,2024-06-06
1985,Sabor & Tradição LTDA Galeria,Vegetariano,Ibicaré,2024-04-03
1986,Sabor Intenso EIRELI Avenida,Sobremesas,Verdejante,2023-12-19
1987,Mistura Boa LTDA Lagoa,Sushi,Virginópolis,2025-10-29
1988,Alma Gourmet EIRELI Shopping,Pizza,Guarantã do Norte,2024-03-10
1989,Forno Dourado Belvedere,Vegetariano,São Joaquim de Bicas,2022-04-23
1990,Bistrô Urb Shopping,Burgers,Cerro Azul,2022-10-10
1991,Dona Rosa Burguer Avenida,Vegetariano,Pereira Barreto,2025-05-30
1992,Street Food Cidade,Sushi,Fraiburgo,2024-06-30
1993,Cozinha & Brasa EIRELI Avenida,Sushi,São Jerônimo,2025-05-02
1994,Mucho Sabor Galeria,Sushi,Alcinópolis,2021-06-04
1995,Estação Gourmet Avenida Belvedere,Sushi,Dois Lajeados,2021-06-19
1996,Pedro Burguer Shopping Cidade,Churrasco,São Borja,2021-05-30
1997,Sushi Fusion Shopping Avenida,Comida Brasileira,Forquilhinha,2022-03-31
1998,Sushi Fusion Filial,Sushi,Ribeira do Piauí,2023-11-30
1999,Sabor Carioca Cidade,Vegetariano,Eldorado,2025-02-09
2000,Almoço Certo Belvedere,Pizza,Barão de Monte Alto,2025-07-01
2001,Panela & Arte ME Belvedere,Sobremesas,Conchas,2024-12-19
2002,Mucho Sabor Shopping Cidade,Burgers,Afrânio,2022-05-07
2003,Caio Burguer Lagoa,Sushi,Iraceminha,2025-06-19
2004,Sabor Oriental Shopping,Churrasco,Alto Alegre do Maranhão,2022-04-09
2005,Sushi Prime II Pátio,Churrasco,Queimada Nova,2023-11-14
2006,Mesa do Chef ME Filial,Vegetariano,Jaquirana,2023-10-16
2007,Toque Natural ME Pátio,Vegetariano,Três Fronteiras,2022-06-18
2008,Lanche Rápido Belvedere,Vegetariano,Cedro do Abaeté,2024-06-03
2009,Bella Cucina Shopping Cidade,Vegetariano,Cabaceiras do Paraguaçu,2023-08-17
2010,Taco & Salsa Pátio,Pizza,Arraial do Cabo,2023-12-11
2011,Sabor de Casa Filial,Burgers,Itajaí,2025-05-25
2012,Toque Brasileiro ME Shopping,Vegetariano,Arujá,2025-06-01
2013,Canto do Peixe Pátio,Vegetariano,Jucás,2025-08-10
2014,Cozinha do Fogo EIRELI Shopping,Sobremesas,Varzelândia,2025-03-31
2015,Alma Gourmet EIRELI Belvedere,Comida Brasileira,Pequizeiro,2025-11-13
2016,Kadu Burguer Avenida,Sushi,Garça,2023-08-19
2017,Casa do Sushi Shopping Cidade,Vegetariano,Mascote,2025-02-13
2018,Toque Brasileiro ME Shopping,Sushi,Chaves,2021-03-22
2019,Sabor do Dia EIRELI Galeria,Churrasco,Arapoema,2024-03-19
2020,Dudu Burguer Cidade,Churrasco,Rorainópolis,2023-11-25
2021,Delícias Caseiras da Fafa Filial,Burgers,Bodoquena,2022-01-05
2022,Prato Feito Shopping Avenida,Comida Brasileira,São Fernando,2024-08-16
2023,Cozinha de Origem EIRELI Avenida,Pizza,Santo Expedito,2026-01-17
2024,Pastelaria Central Shopping Cidade,Pizza,Rio Formoso,2023-09-12
2025,Brasa & Fogo Filial,Churrasco,Carnaubeira da Penha,2021-04-22
2026,João Burguer Shopping,Sushi,Jandaíra,2025-02-12
2027,Cozinha da Gente ME Pátio,Sushi,Itapoá,2023-05-04
2028,Diego Burguer Lagoa,Pizza,Bezerros,2026-01-01
2029,Pizzaria Bella Massa Filial,Churrasco,Ouro Preto,2025-12-29
2030,Café Urbano Cidade,Vegetariano,Moraújo,2023-01-06
2031,Chico Burguer Galeria,Churrasco,Caridade,2021-07-08
2032,Sabor do Bairro LTDA Belvedere,Sobremesas,São Paulo,2026-01-16
2033,Almoço Certo Filial,Sobremesas,São João del Rei,2025-03-02
2034,Sushi Way Cidade,Sobremesas,Barra do Ribeiro,2022-07-13
2035,Lanche Rápido Avenida,Burgers,Nova União,2025-07-16
2036,Raiz do Sabor EIRELI Galeria,Churrasco,Colinas do Tocantins,2024-04-25
2037,Toque do Chef ME Shopping Avenida,Comida Brasileira,Santa Maria da Vitória,2022-05-04
2038,Felipe Burguer Filial,Comida Brasileira,Teixeira,2023-02-21
2039,Casa da Receita LTDA Galeria,Burgers,Cássia,2021-05-08
2040,Açúcar & Afeto Filial,Pizza,Jaguari,2025-12-13
2041,Sabor Diário LTDA Belvedere,Sobremesas,Santa Rita do Trivelato,2022-01-06
2042,Cozinha da Gente ME Pátio,Burgers,Novo Itacolomi,2022-09-14
2043,Mesa Artesanal ME Lagoa,Churrasco,Barão de Melgaço,2021-03-29
2044,Mesa do Chef ME Avenida,Sushi,Paramoti,2024-10-31
2045,Fogão a Lenha Avenida,Churrasco,Centenário do Sul,2023-10-01
2046,Burger House Avenida,Sushi,Ibitinga,2024-08-23
2047,Bella Cucina Belvedere,Sobremesas,Cariacica,2022-05-15
2048,Prato & Fogo LTDA Shopping Avenida,Vegetariano,Centro do Guilherme,2024-08-05
2049,Toque do Chef ME Avenida,Churrasco,Santo Antônio do Leverger,2022-10-25
2050,Prato & Panela ME Galeria,Churrasco,Rubelita,2024-07-27
2051,Ponto do Mata Fome Avenida,Comida Brasileira,Rafael Fernandes,2025-05-08
2052,Prato & Fogo LTDA Lagoa,Comida Brasileira,Frederico Westphalen,2025-02-03
2053,Fogão a Lenha Belvedere,Comida Brasileira,Lagoa,2021-08-11
2054,Cozinha Natural EIRELI Cidade,Sobremesas,Matinhas,2022-04-04
2055,Big Burger Pátio,Vegetariano,Varzelândia,2025-06-29
2056,Sabor do Bairro LTDA Cidade,Sushi,Catarina,2022-11-05
2057,Sabor & Tradição LTDA Shopping Avenida,Pizza,Ponte Alta do Bom Jesus,2025-11-07
2058,Mesa do Dia LTDA Shopping,Vegetariano,Josenópolis,2023-11-05
2059,Bom Apetite ME Shopping Cidade,Comida Brasileira,Itaubal,2025-02-24
2060,Cozinha do Fogo EIRELI Shopping Avenida,Comida Brasileira,Altair,2025-07-20
2061,Rei do Pastel Belvedere,Comida Brasileira,Lagoa dos Patos,2024-04-14
2062,Bruno Burguer Lagoa,Comida Brasileira,Utinga,2023-10-01
2063,Prato Ideal EIRELI Belvedere,Sushi,Jardim do Mulato,2022-07-22
2064,Temaki Bar Shopping Cidade,Churrasco,Catolé do Rocha,2024-12-28
2065,Pizza Nostra Cidade,Comida Brasileira,Porto Walter,2025-08-13
2066,Padaria Gourmet Shopping Cidade,Sushi,Doutor Ricardo,2023-12-29
2067,Essência do Prato EIRELI Lagoa,Comida Brasileira,Central de Minas,2025-09-23
2068,Forno Dourado Filial,Sobremesas,Bozano,2024-02-04
2069,Panela Simples ME Galeria,Vegetariano,Capitão Poço,2023-05-01
2070,Tata Burguer Galeria,Pizza,Angélica,2025-03-14
2071,Guto Burguer Cidade,Vegetariano,Esperantinópolis,2022-09-19
2072,Mesa Generosa LTDA Shopping,Comida Brasileira,Tamboril,2023-03-06
2073,Sabor Rústico ME Belvedere,Sobremesas,Pérola,2023-06-15
2074,Cozinha Popular ME Shopping,Burgers,Jacareí,2025-10-29
2075,Cozinha da Vila Lagoa,Comida Brasileira,Ribeirão Bonito,2023-08-15
2076,Panela & Arte ME Shopping Avenida,Sobremesas,Jericó,2022-12-29
2077,Cozinha & Fogo LTDA Filial,Churrasco,Tatuí,2023-08-12
2078,Cozinha do Sítio EIRELI Lagoa,Sushi,Diorama,2023-07-16
2079,Tempero da Casa ME Filial,Burgers,Quevedos,2022-11-04
2080,Toque Brasileiro ME Cidade,Vegetariano,Paraíso das Águas,2025-03-29
2081,La Cucina Belvedere,Sushi,Macururé,2023-10-12
2082,Panela Crioula LTDA Cidade,Burgers,Cerquilho,2025-02-28
2083,Cozinha Raiz Brasileira EIRELI Shopping Cidade,Sobremesas,Canindé,2024-01-18
2084,Sabor da Vila Filial,Comida Brasileira,Parnaíba,2025-11-06
2085,Murilo Burguer Shopping Cidade,Burgers,Caparaó,2023-05-29
2086,Sabor & Mesa ME Shopping,Burgers,Horizonte,2023-07-13
2087,Cozinha da Gente ME Galeria,Burgers,Rubiataba,2022-02-12
2088,Forno & Fogo EIRELI Cidade,Sobremesas,Califórnia,2025-12-16
2089,Dona Rosa Burguer Lagoa,Vegetariano,Osório,2025-09-13
2090,Tradição na Mesa LTDA Shopping Cidade,Pizza,Jaborá,2024-04-23
2091,Sabor Cotidiano ME Galeria,Comida Brasileira,Chapadão do Céu,2024-06-08
2092,Sabor na Brasa EIRELI Filial,Vegetariano,Major Isidoro,2024-01-07
2093,Pastel Express Shopping,Burgers,Apiacás,2022-04-30
2094,Cantinho Mineiro Galeria,Pizza,Wenceslau Guimarães,2023-07-21
2095,Cozinha Criativa LTDA Pátio,Vegetariano,Salto da Divisa,2021-06-09
2096,Prato em Foco LTDA Shopping Cidade,Sobremesas,Anapurus,2023-07-12
2097,Ponto do Tempero ME Filial,Burgers,Santa Maria da Boa Vista,2021-10-02
2098,Sushi Way Avenida,Burgers,Itápolis,2024-01-11
2099,Cozinha de Origem EIRELI Avenida,Sobremesas,Aurora do Tocantins,2024-11-04
2100,Sabor & Raiz ME Filial,Vegetariano,Bom Jesus do Galho,2023-04-06
2101,Pedro Burguer Shopping Avenida,Pizza,Maetinga,2025-02-26
2102,Mar & Sabor Shopping,Pizza,Conchas,2022-11-25
2103,Cantina Mexicana Belvedere,Comida Brasileira,Paranaguá,2022-10-19
2104,Zé Burguer Lagoa,Churrasco,Itumirim,2025-08-30
2105,Vida Saudável Galeria,Comida Brasileira,Escada,2023-05-22
2106,Comida Caseira Belvedere,Vegetariano,Lagoa de Dentro,2025-11-11
2107,Sushi Way Shopping Avenida,Sushi,Vila Boa,2023-05-23
2108,Mucho Sabor Lagoa,Burgers,Santana do Jacaré,2022-04-01
2109,Sabor Elementar EIRELI Shopping Avenida,Comida Brasileira,Santo Antônio de Jesus,2022-01-04
2110,Cozinha & Brasa EIRELI Avenida,Sushi,Colorado,2026-01-27
2111,Cozinha do Sítio EIRELI Cidade,Sushi,Tabocão,2023-02-12
2112,Mesa do Sabor LTDA Cidade,Sobremesas,Itaúba,2023-02-22
2113,Mesa & Receita LTDA Belvedere,Churrasco,Ibertioga,2021-07-06
